strain	2_3_Butanediol	2_Aminoethanol	Acetic_Acid	Adonitol	Anti_Ampic	Anti_Chlor	Anti_Eryth	Anti_Gent	Anti_Kana	Anti_Rif	Anti_Spec	Anti_Strept	Anti_Sulfa	Anti_Trime	Bromo_Succinic_Acid	Cis_Aconitic_Acid	Citric_Acid	D_Alanine	D_Arabitol	D_Cellobiose	D_Fructose	D_Galactonic_Acid_Lactone	D_Galactose	D_Galacturonic_Acid	D_Gluconic_Acid	D_Glucosaminic_Acid	D_Glucose_6_Phosphate	D_Glucuronic_Acid	D_L_Carnitine	D_L_Lactic_Acid	D_L_alpha_Glycerol_Phosphate	D_Mannitol	D_Mannose	D_Melibiose	D_Psicose	D_Raffinose	D_Saccharic_Acid	D_Serine	D_Sorbitol	D_Trehalose	Dextrin	Dyes_AcOr0.006	Dyes_AcOr0.013	Dyes_AcOr0.05	Dyes_Aur0.006	Dyes_Aur0.013	Dyes_Aur0.05	Dyes_MG0.006	Dyes_MG0.013	Dyes_MG0.05	Dyes_Nig0.006	Dyes_Nig0.013	Dyes_Nig0.05	Dyes_PrIo0.006	Dyes_PrIo0.013	Dyes_PrIo0.05	Flavonoid_Apigenin	Flavonoid_Daidzein	Flavonoid_Flavone	Flavonoid_Luteolin	Flavonoid_Naringenin	Flavonoid_Quercetin	Formic_Acid	Gentiobiose	Glucuronamide	Glycerol	Glycogen	Glycyl_L_Aspartic_Acid	Glycyl_L_Glutamic_Acid	Growth_Rate	Hydroxy_L_Proline	I_Erythritol	Inosine	Itaconic_Acid	L_Alaninamide	L_Alanine	L_Alanyl_Glycine	L_Arabinose	L_Asparagine	L_Aspartic_Acid	L_Fucose	L_Glutamic_Acid	L_Histidine	L_Leucine	L_Ornithine	L_Phenylalanine	L_Proline	L_Pyroglutamic_Acid	L_Rhamnose	L_Serine	L_Threonine	Lactulose	M_Inositol	Malonic_Acid	Maltose	N_Acetyl_D_Galactosamine	N_Acetyl_D_Glucosamine	NaCLmM_200	NaCLmM_300	NaCLmM_500	NaCLmM_600	NaCLmM_800	PC1	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PEG_.05	PEG_.10	PEG_.15	PEG_.20	PEG_.25	PEG_LWA	PEG_max	P_Hydroxy_Phenylacetic_Acid	Phenyethylamine	Propionic_Acid	Putrescine	Pyruvic_Acid_Methyl_Ester	Quinic_Acid	Salt_max	Sebacic_Acid	Siderophore	Succinamic_Acid	Succinic_Acid	Succinic_Acid_Mono_Methyl_ESter	Sucrose	Temp_20	Temp_28	Temp_37	Temp_40	Temp_43	Temp_max	Thymidine	Turanose	Tween_40	Tween_80	Uridine	Urocanic_Acid	Xylitol	alpha_Cyclodextrin	alpha_D_Glucose	alpha_D_Glucose_1_Phosphate	alpha_D_Lactose	alpha_Hydroxybutyric_Acid	alpha_Keto_Butyric_Acid	alpha_Keto_Glutaric_Acid	alpha_Keto_Valeric_Acid	beta_Hydroxybutyric_Acid	beta_Methyl_D_Glucoside	bio_1	bio_10	bio_11	bio_12	bio_13	bio_14	bio_15	bio_16	bio_17	bio_18	bio_19	bio_2	bio_3	bio_4	bio_5	bio_6	bio_7	bio_8	bio_9	gamma_Amino_Butyric_Acid	gamma_Hydroxy_Butyric_Acid	metal_Cd	metal_Cu	metal_Hg	metal_Se	metal_Te	metal_Zn	nodule_A17	nodule_R108	other_Brom..Blue	other_Calcofluor	other_Catalse	other_Congored	other_Gelatinase	other_H2S	other_KNO3.8..	other_Ketolactose	other_LB	other_MM	other_Motility	other_Nitrate	other_P..solubilization	other_Peroxidase	other_Starch.hydr.	other_TY	other_Urease24h	other_X.gal	pH_11	pH_5	pH_6	pH_7	pH_8	pH_9	weight_A17	weight_R108
1501	0.21447781264	0.29515912147	0.652846257284	0.553339309727	1	0	1	1	1	0	1	0	1	0	0.614522635589	0.0786642761094	0.0490811295383	0.740251008516	0.950694755715	0.927835051546	0.985656656208	0.182877633348	1.00649932766	0.188928731511	0.430300313761	0.221873599283	0.174809502465	0.0618556701031	0.627969520394	0.915732855222	0.0806813088301	0.929179740027	0.889511429852	0.731510533393	0.920439264904	0.650829224563	0.184894666069	0.527790228597	0.982967279247	1.03675481847	0.650829224563	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1.10802330793	1.0172568355	0.767817122367	0.935903182429	0.406768265352	0.785970416853	0.734872254594	0.815217391083	0.942626624832	0.794038547736	0.978260869565	0.0	0.955401165397	0.767144778126	0.802106678619	0.917749887943	0.798072613178	0.927162707306	0.868668758404	0.83168982519	0.875392200807	0.861945316002	0.812864186463	0.18623935455	0.900268937696	0.178843567907	0.945316001793	0.960107575078	0.691169878978	0.764455401165	1.05423576871	0.0	0.987001344688	0.274316450022	0.898251904975	1	1	0	0	0	0.443733288026491	-0.0740114538865618	0.0407206898966119	-0.0517752969834663	-0.0530916313667797	0.0402852005337622	0.00424107908071738	0.0728405031443145	0.0226903996526481	0.0108661914598276	2.87867121703675e-17	-2.01655785617334	0.224974851001076	-2.12568602470503	0.112868756497916	0.473738164232069	-0.0633008363323814	0.0857495822000929	0.093559734473286	1	1	1	1	1	1	0.25	0.0	0.102196324518	0.662259076647	0.297176154191	0.61653966831	0.0235320484088	300	0.0	0	0.569475571493	0.782608695652	0.446436575527	1.06095921112	0	1	1	1	0	40	0.399372478709	0.984311967727	0.0	0.0	1.04280591663	0.886149708651	0.707306140744	0.181532944868	0.953384132676	0.111609143882	1.0307037203	0.714029583147	0.556028686688	0.260869565217	0.613850291349	0.647467503362	0.758404303003	118	227	2	967	93	64	12	274	202	274	202	123	33	8663	303	-60	363	227	2	0.627969520394	0.450470640968	1	1	0	1	1	1	1.04000159182691	-4.19680436706413	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	NA	-0.000243571928960138
1508	0.157365411162	0.2206665352	0.58213370144	0.308223230132	0	1	1	0	0	0	1	0	1	1	0.625912048906	0.0396371524354	0.129560244528	0.664957602051	0.917570498915	0.977913626504	0.999211200947	0.080457503451	0.94774206271	0.155590613291	0.266219680536	0.181029382765	0.128377045948	0.134884638138	0.341944389667	0.743048708342	0.0946558864129	0.971406034313	0.848944981266	0.386905935713	0.908104910274	0.349635180438	0.0887398935121	0.401104318675	0.959574048511	1.02642476829	0.630053243936	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1.02524156971	0.844803786235	0.112403865115	0.65549201341	0.36501676198	0.714651942418	0.699270360876	0.72639225164	0.855452573457	0.675014789982	0.975547229343	0.0455531453362	0.816407020312	0.754289094853	0.720567935318	0.973772431473	0.745415105502	0.761388286334	0.828239006113	0.809307828831	0.976138828633	0.864918162098	0.666732399921	0.0715835140998	0.793334647998	0.190494971406	0.834154999014	0.779136265036	0.651350818379	0.505817393019	0.976730427923	0.0201143758627	0.993886807336	0.241964109643	0.895089725892	1	1	0	0	0	2.01342081318228	-0.237106556057063	0.130498083016899	0.0206568905726917	0.244451968405804	0.105263201906087	-0.133463321521117	-0.0175098737724255	-0.0551386771776232	0.0183271496023978	4.79721333295244e-16	-2.71940897914836	-1.37195882215006	-1.1198691268373	-1.99886387350065	-1.14936681783618	0.620917540580479	-0.61869742564203	-0.243685259975793	1	1	1	1	0	1	0.2	0.0272135673437	0.181029382765	0.705186353776	0.1490830211	0.692762768685	0.0840070991915	300	0.0	1	0.579175704989	0.751922697693	0.744231906922	1.01695917965	1	1	1	1	0	40	0.463813843423	1.00631039243	0.0	0.0106487872215	0.899230920923	0.873200552159	0.6619996056	0.140800631039	0.983829619404	0.0698087162295	1.02346677184	0.65726681128	0.791559850128	0.240189311773	0.638335633997	0.647801222639	0.662591204891	62	183	-68	1042	111	78	11	302	237	248	263	116	29	9643	262	-138	400	17	-10	0.638335633997	0.483928219286	1	1	0	1	1	1	10.9178183317624	16.8391038256942	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0.331176349327114	0.13630713774328
1519	NA	NA	NA	NA	1	1	1	0	1	0	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	0.804289544452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	0	0	-6.40489183234906	0.36252000035487	-0.386346494726828	-0.163058523352122	-0.0958037179785936	0.168019969025654	0.0485152607749768	-0.0134202373844802	0.0139157907964335	0.00915254446861522	6.95244041188642e-17	-5.41571007431359	0.928023074049429	-0.640466010634044	1.78576711684739	-0.942069023648651	-0.917992649906002	-0.587879357237927	-1.56949778517593	1	1	1	1	1	1	0.25	NA	NA	NA	NA	NA	NA	500	NA	0	NA	NA	NA	NA	1	1	1	1	0	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	235	249	217	1848	211	84	28	606	285	491	285	100	74	1301	299	164	135	247	217	NA	NA	1	1	0	1	1	1	-8.04715220105484	10.1432486711025	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	-0.0106438172952829	0.391555206105183
1520	0.17320405465	0.136183340679	0.625385632437	0.489863375937	0	0	1	0	1	0	1	0	1	1	0.591670339357	0.0	0.0409872190392	0.834288232702	0.947333627149	0.893785808726	1.03063023358	0.186425738211	0.995592772146	0.025782282944	0.292199206699	0.223446452182	0.0456148082856	0.0832966064346	0.788012340238	0.859409431468	0.0	0.962538563244	0.910973997356	0.916923754958	1.00352578228	0.68554429264	0.088585279859	0.550022036139	0.998237108859	1.00418686646	0.645879241957	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1.13045394447	1.00749228735	0.516967827237	0.820405464963	0.340458351697	0.806522697223	0.837593653592	0.740740740741	0.979065667695	0.751652710445	0.950639048039	0.0	0.907668576465	0.864037020714	0.948655795505	0.930806522697	0.9909651829	0.845526663729	1.04451300132	0.9909651829	0.916923754958	0.933450859409	0.877258704275	0.150066108418	0.979726751873	0.187747906567	0.985015425297	0.988981930366	0.718598501543	0.811811370648	1.00815337153	0.050242397532	1.0028646981	0.341780520053	0.900396650507	1	1	1	0	0	-5.08609086616163	0.676075509393321	0.257946174200402	0.0652755038340917	0.0183397656938669	-0.0989535387212627	-0.0325278874120602	-0.00607353091981706	-0.0232692818521183	0.0178730288274551	-1.8443425063589e-16	-3.60664110020344	-1.64841007598124	0.872132219198413	1.36538591187715	-1.1528522361303	-1.90724579981975	0.439559922375312	-1.23385005728135	1	1	1	1	0	1	0.2	0.0	0.0	0.775451740855	0.0	0.66505068312	0.186425738211	500	0.0	0	0.555310709564	0.74305861613	0.569193477303	1.00881445571	1	1	1	1	0	40	0.571176729837	1.00418686646	0.0	0.0	1.08814455707	0.949977963861	0.513001322168	0.0575143234905	0.96055531071	0.0	1.08483913618	0.55663287792	0.528206258264	0.198986337594	0.626707800793	0.663728514764	0.75694138387	183	199	169	1194	141	42	34	398	203	203	395	86	70	1166	245	123	122	170	199	0.762230057294	0.394006170119	1	1	0	1	1	1	-3.54715220105484	-3.60675132889746	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	-0.125568817295283	0.00913020610518286
1530	0.126138752628	0.083391730904	0.733707077786	0.515066573231	1	1	1	1	1	0	1	0	1	1	0.517168885774	0.0392431674842	0.152768044849	0.594954449895	0.880868955851	0.945339873861	1.00770847933	0.117028731605	1.03153468816	0.14576033637	0.170287316048	0.0847932725999	0.0441485634198	0.072880168185	0.312543798178	0.840224246671	0.0245269796776	1.0175192712	0.929922915207	0.859145059566	1.00560616678	0.839523475823	0.0539593552908	0.386825508059	1.02522775053	1.03293622985	0.649614576034	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1.14225648213	1.00770847933	0.629992992292	0.725998598458	0.340574632095	0.726699369306	0.626489138052	0.707547169978	0.949544498949	0.820602662929	1.02102312544	0.0	0.879467414156	0.655921513665	0.723195515067	0.952347582341	0.807288016819	0.637000700771	0.875963559916	0.887175893483	0.932025227751	0.934828311142	0.900490539594	0.0154169586545	0.819201121233	0.0	0.988787666433	0.825508058865	0.561317449194	0.864050455501	0.955150665732	0.0	1.05466012614	0.021023125438	0.897687456202	1	1	1	0	0	-5.08609086616163	0.676075509393321	0.257946174200402	0.0652755038340917	0.0183397656938669	-0.0989535387212627	-0.0325278874120602	-0.00607353091981706	-0.0232692818521183	0.0178730288274551	-1.8443425063589e-16	-3.60664110020344	-1.64841007598124	0.872132219198413	1.36538591187715	-1.1528522361303	-1.90724579981975	0.439559922375312	-1.23385005728135	1	1	1	1	0	1	0.2	0.0	0.0434477925718	0.735108619481	0.105816398038	0.655921513665	0.0	500	0.0	0	0.407848633497	0.658724597057	0.743517869657	1.02733006307	1	1	1	1	0	40	0.824807288017	1.0175192712	0.0	0.0	1.05325858444	0.993693062369	0.777154870357	0.0364400840925	0.964961457603	0.0042046250876	1.04274702172	0.66433076384	0.643307638402	0.381219341275	0.334267694464	0.614576033637	0.890679747722	183	199	169	1194	141	42	34	398	203	203	395	86	70	1166	245	123	122	170	199	0.62018220042	0.464611072179	1	1	0	1	1	1	-13.5745112570435	-10.9678572619905	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	-0.218693766981352	-0.0620830034433346
1533	0.254246993701	0.555449513266	0.570910479099	0.915060125978	1	1	1	1	1	0	1	1	1	1	0.68028249666	0.996373353693	1.04275625119	0.88528345104	0.925940064898	0.975758732583	1.00209963734	0.861805688108	1.01126169116	0.202710440924	0.921359037984	1.03588471082	0.266844817713	0.42489024623	0.691735063944	0.826875357893	0.271425844627	1.00725329261	0.924794808169	0.836610040084	0.512502385952	0.921359037984	1.02786791372	0.483298339378	0.767322008017	1.09200229051	0.49589616339	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1.10746325635	0.975758732583	0.29375835083	0.829738499714	0.41801870586	0.824012216072	0.842336323726	0.779220779423	0.664821530826	0.865241458294	1.08284023669	0.322962397404	0.83603741172	0.870395113571	0.970605077305	1.00668066425	1.15899980912	0.93166634854	0.893300248139	0.972895590762	0.932811605268	0.743844245085	0.691162435579	0.692880320672	0.777629318572	0.234777629319	0.909906470701	0.965451422027	0.714640198511	1.08627600687	1.02099637335	0.28688681046	0.968314563848	0.750143157091	0.860087803016	1	1	1	0	0	0.0214301434418481	-0.0643752101605563	0.00252756560682804	-0.129888303868829	0.0351622848487147	-0.0166481992331553	-0.0182382728682214	0.0523763109785921	-0.0168390477583856	0.000152567723411475	5.08333273565861e-16	-2.85621983305723	0.021985375936717	-2.06929725973555	-0.274468560542428	0.978843156513269	-0.151453494348445	-0.212058576349686	0.0966016465997141	1	1	1	1	1	1	0.25	0.835464783356	0.392250429471	0.463828974995	0.200419927467	0.829738499714	0.972895590762	500	0.205000954381	0	0.732964306165	0.774766176751	0.644206909716	1.05306356175	1	1	1	1	0	40	0.553158999809	1.026722657	0.0377934720366	0.0	0.880702424127	0.482725711014	0.785073487307	0.265699560985	0.944836800916	0.306356174843	1.03645733919	0.593815613667	0.3470127887	0.989501813323	0.187822103455	0.769612521474	0.808551250239	126	233	18	1077	112	76	12	308	242	299	242	108	31	8345	299	-40	339	226	18	0.363046382897	0.206718839473	1	1	0	1	1	1	5.85239011499834	3.33910382569417	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0.33457403368539	-0.17429286225672
1550	0.014598540146	0.00924574209246	0.347931873479	0.67396593674	1	1	1	1	1	0	1	0	1	1	0.274452554745	0.132846715328	0.0715328467153	0.169829683698	0.882725060827	0.935766423358	0.967883211679	0.0389294403893	1.04330900243	0.0905109489051	0.0866180048662	0.0939172749392	0.0136253041363	0.0812652068127	0.503649635036	0.710948905109	0.0	0.881265206813	0.861800486618	0.654501216545	0.750851581509	0.636496350365	0.0861313868613	0.0360097323601	0.862773722628	0.98296836983	0.361070559611	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0.668613138686	0.977128953771	0.331386861314	0.162530413625	0.102676399027	0.29099756691	0.358637469586	0.765306122254	1.02725060827	0.442822384428	0.0501216545012	0.101703163017	0.540632603406	0.461800486618	0.45498783455	1.15377128954	0.438442822384	0.255474452555	0.740632603406	0.823357664234	0.378102189781	0.52603406326	0.61800486618	0.0739659367397	0.729440389294	0.0613138686131	0.645255474453	0.665206812652	0.254501216545	0.678345498783	0.909489051095	0.110462287105	1.03892944039	0.244768856448	0.898783454988	1	1	0	0	0	-2.18717254597691	0.0372600668215341	0.240008614298606	0.250157011153345	0.106184553251522	0.137047109341867	0.0214203635352492	-0.0315297222852329	-0.0354856930681908	-0.00447932773574038	-3.77158267890608e-17	-2.40312537101719	0.00294208344496671	-1.93107053723662	-1.6898532667661	-0.936986118798608	0.190113433581113	-0.263783480755342	-0.0825409079600916	1	1	1	1	1	1	0.25	0.0510948905109	0.00340632603406	0.550851581509	0.0	0.384428223844	0.0647201946472	300	0.0413625304136	0	0.236496350365	0.615571776156	0.237469586375	0.971289537713	1	1	1	1	0	40	0.119221411192	1.0798053528	0.00729927007299	0.0	0.402433090024	1.1498783455	0.324574209246	0.0851581508516	1.06082725061	0.0	0.914355231144	0.333819951338	0.281751824818	0.0734793187348	0.135279805353	0.414111922141	0.654501216545	170	259	77	1205	134	70	18	370	227	307	339	134	41	7061	330	4	326	92	176	0.402919708029	0.375669099757	1	1	0	1	1	1	2.95284779894516	NA	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0.283181182704717	NA
1561	0.0944359367024	0.0678917815212	0.778968861664	0.28943338438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.621235324145	0.0239918325676	0.155181214906	0.865747830526	0.783052577846	0.891271056662	1.05666156202	0.161306789178	0.891781521184	0.0469627360898	0.153649821337	0.140377743747	0.0500255232261	0.121490556406	0.220520673813	0.806023481368	0.0740173557938	0.465543644717	0.795814190914	0.715671260847	0.754977029096	0.0724859622256	0.167942827973	0.433894844308	0.499234303216	0.928024502297	0.632976008167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.902501276161	0.868300153139	0.473200612557	0.585502807555	0.3910158244	0.568657478305	0.62787136294	NA	0.777947932619	0.721286370597	0.961204696274	0.0	0.64471669219	0.668198060235	0.758550280755	0.854007146503	0.527820316488	0.759060745278	0.842776927004	0.61459928535	0.824400204186	0.782542113323	0.674323634507	0.0832057172027	0.737621235324	0.104134762634	0.780500255232	0.826952526799	0.653394589076	0.717202654416	0.826952526799	0.134252169474	0.927003573252	0.128126595202	0.794282797346	NA	NA	NA	NA	NA	0.188585265164597	-0.0189807587672841	-0.0206642225241077	-0.0239284793371042	-0.13191361197098	-0.0506717052223276	-0.116650073852824	-0.0138088432046257	-0.0159734955592859	-0.0093111251027037	4.27844528112697e-16	0.106842660524817	-1.71247503027656	0.719631214992459	-1.02157266178987	-1.62918797286133	0.590187825079322	0.314194104088049	0.0346414660345843	NA	NA	NA	NA	NA	NA	NA	0.182746299132	0.128637059724	0.693210821848	0.0658499234303	0.69167942828	0.162327718224	NA	0.0127616130679	NA	0.456865747831	0.629402756508	0.627360898418	0.98111281266	NA	NA	NA	NA	NA	NA	0.405308831036	0.934660541092	0.0209290454313	0.0515569167943	1.00153139357	0.87595712098	0.286881061766	0.10719754977	0.962225625319	0.0566615620214	0.921388463502	0.638591117917	0.652373660031	0.143950995406	0.490045941807	0.665135273099	0.691168963757	81	172	-6	601	76	21	35	225	77	90	205	124	37	6996	280	-54	334	-1	170	0.554364471669	0.34405308831	NA	NA	NA	NA	NA	NA	6.39045927577373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.185748600358955	NA
1562	0.0123337363966	0.0	0.613059250302	0.139298669891	1	1	1	0	0	0	1	0	1	1	0.757436517533	0.155985489722	0.396130592503	0.50423216445	0.852478839178	0.734220072551	0.99830713422	0.0	0.972914147521	0.0	0.0935912938331	0.155985489722	0.0	0.14292623942	0.0282950423216	0.777750906892	0.0	0.657315598549	0.837243047158	0.50423216445	0.880048367594	0.23869407497	0.163240628779	0.381620314389	0.942442563482	1.03966142684	0.501330108827	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1.17243047158	0.959854897219	0.533252720677	0.374365175333	0.29238210399	0.523821039903	0.555018137848	0.674157303522	0.869891172914	0.6	1.32188633615	0.20169286578	0.544135429262	0.964207980653	0.734945586457	0.92938331318	1.13688029021	0.671825876663	0.947521160822	0.967110036276	0.900362756953	0.866989117291	0.780652962515	0.0	0.954050785973	0.0544135429262	0.946795646917	0.946070133011	0.232164449819	0.379443772672	0.869165659008	0.0	0.959129383313	0.0696493349456	0.857557436518	1	1	1	0	0	0.599676363984297	0.0822944614293954	0.0227544437529459	0.0232097085020316	0.00144062133316945	-0.00857735516334379	0.0147281174449574	0.00738366931313227	-0.0301551088390121	0.00837784296923577	1.41318106454219e-16	2.13745984253557	-1.4184120974243	0.0124580977574579	-0.474605809637199	-1.73075145139737	1.41324753858944	0.215160481073326	-0.0600149912487101	1	1	1	1	0	1	0.2	0.0413542926239	0.0	0.874244256348	0.0	0.597823458283	0.110278113664	500	0.0	0	0.735671100363	0.756711003628	0.584764207981	1.06795646917	1	1	1	1	0	40	0.287303506651	0.842321644498	0.0	0.0	1.13760580411	0.980894800484	0.841596130593	0.0536880290206	0.933736396614	0.0	1.01934703748	0.980169286578	0.784280532044	0.227085852479	0.0	0.529625151149	0.474486094317	90	198	-13	246	30	8	32	82	32	41	76	144	37	8171	308	-72	380	-5	192	0.602902055623	0.0399032648126	1	1	0	1	1	1	11.3874195821811	-21.6608961743058	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	-0.116821132937007	-0.28809286225672
1565	0.246198708602	0.53113934597	0.554884399084	0.916059154343	1	1	1	1	1	0	1	0	1	1	0.346802749427	0.975421787128	1.03041033118	0.801083107686	0.956050822745	0.967298479483	0.981045615497	0.826702770256	1.01541345553	0.166215371798	0.901062278692	0.992293272235	0.234326182045	0.231201832951	0.696729847948	0.724848989794	0.224953134764	0.925432201625	0.969797958759	0.816704853156	0.46927723391	0.877942095397	1.00916475734	0.444282441158	0.749843782545	1.04478233701	0.516767340137	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1.05415538429	0.933555509269	0.281191418454	0.742970214539	0.363674234534	0.798583628411	0.773588835659	0.765306122254	0.637367215164	0.755467610914	1.10227036034	0.253697146428	0.88669027286	0.841074776088	0.91230993543	0.991668402416	1.14663611748	0.754842741096	0.81420537388	0.897313059779	0.916059154343	0.771089356384	0.470526973547	0.593626327848	0.743595084357	0.18558633618	0.95855030202	0.97917100604	0.635492605707	1.00229118934	0.982295355134	0.0937304728182	0.991668402416	0.691106019579	0.814830243699	1	1	1	0	0	0.291636907887802	-0.0190058356092456	-0.00530916217804084	-0.0413738922451449	-0.0774159734335614	-0.023070765821341	-0.0740920333350825	0.0360274143006671	0.00449778236392344	0.0134432619903937	3.05563279846043e-16	-0.811531945576673	-1.51112369599318	0.854701577979936	-1.89300543488608	-1.92870754905701	0.0800917389797208	0.305301603281718	0.156372924783517	1	1	1	1	0	1	0.2	0.614871901687	0.145594667778	0.32993126432	0.107477608831	0.848573213914	0.907935846699	500	0.0668610706103	0	0.649864611539	0.591751718392	0.666111226828	1.01791293481	1	1	1	1	1	43	0.591751718392	0.984794834409	0.0	0.0	0.874817746303	0.389918766924	0.683607581754	0.184336596542	1.0010414497	0.216204957301	1.04415746719	0.307435950844	0.423661737138	0.991043532597	0.111226827744	0.554259529265	0.847323474276	71	168	-23	794	112	29	41	323	102	118	295	124	36	7415	271	-67	338	-16	161	0.402416163299	0.216829827119	1	1	0	1	1	1	-15.7053676905716	NA	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	-0.241798398264801	NA
1566	0.0778015703069	0.00999286224126	0.533904354033	0.319057815846	1	1	1	1	1	0	1	0	1	1	0.665952890792	0.0506780870807	0.104925053533	0.343326195575	0.847965738758	0.87437544611	0.974304068522	0.0877944325482	0.901498929336	0.0706638115632	0.170592433976	0.0927908636688	0.0877944325482	0.0642398286938	0.160599571734	0.855817273376	0.0706638115632	0.567451820128	0.711634546752	0.453961456103	1.10563882941	0.237687366167	0.0820842255532	0.230549607423	0.824411134904	1.06281227695	0.740899357602	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0.114917915774	0.861527480371	0.484653818701	0.648822269807	0.182012847966	0.610278372591	0.625267665953	0.71599045329	0.857958600999	0.585296216988	0.670235546039	0.0392576730906	0.913633119201	0.548893647395	0.647394718059	0.870092790864	0.612419700214	0.870806566738	0.909350463954	0.667380442541	0.590292648108	0.607423269094	0.358315488936	0.0678087080657	0.743040685225	0.0720913633119	0.957887223412	0.668094218415	0.532476802284	0.608850820842	0.936473947181	0.0820842255532	1.0335474661	0.0542469664525	0.822983583155	1	1	1	0	0	-1.67193786258218	0.146876187084449	-0.163530111793961	0.278257655171272	0.22224707380463	-0.055740800854362	0.0484075580166749	-0.0419009420605203	0.0158380996475125	-0.00876301158232556	8.29323507815892e-17	-3.64151494507469	-0.270192481201807	-1.8059602112735	-2.64584391583864	-1.30388935245094	-0.0346097745832546	-0.426994075547621	0.0743592167563093	1	1	1	1	0	1	0.2	0.0663811563169	0.197715917202	0.572448251249	0.0442541042113	0.55960028551	0.0692362598144	500	0.0249821556031	0	0.409707351892	0.912205567452	0.5431834404	1.04068522484	1	1	1	1	1	43	0.213418986438	1.07780157031	0.0	0.039971448965	0.801570306924	0.796573875803	0.518915060671	0.0292648108494	0.985010706638	0.0421127765882	0.935760171306	0.640970735189	0.553890078515	0.0970735189151	0.30835117773	0.568879371877	0.651677373305	145	239	44	1471	166	82	18	439	289	324	412	130	38	7542	308	-26	334	60	200	0.481084939329	0.28551034975	1	1	0	1	1	1	2.9802068549338	-5.60675132889746	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	-0.124443867609214	NA
